,player_name_x,PA,HR,R,RBI,SB,BB_percentage,K_percentage,OBP,wRC+,BsR,WAR,pitches,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,whiffs,swings,takes
0,A.J. Ellis,163,6,17,14,0,0.07400000000000001,0.17800000000000002,0.298,80,-1.8,0.2,641,0.21,0.161,0.222,0.371,0.294,0.273,0.19699999999999998,30,143,80.8,16.5,52,270,365
1,A.J. Pollock,466,14,73,49,20,0.075,0.152,0.33,103,2.6,2.1,1743,0.266,0.205,0.29100000000000004,0.47100000000000003,0.34700000000000003,0.331,0.265,113,425,82.9,10.7,139,737,995
2,Aaron Altherr,412,19,58,65,5,0.078,0.252,0.34,120,-2.0,1.3,1598,0.272,0.245,0.32799999999999996,0.516,0.36700000000000005,0.33,0.244,101,372,83.3,14.3,212,708,878
3,Aaron Hicks,361,15,54,52,10,0.141,0.18600000000000003,0.37200000000000005,127,2.5,3.3,1483,0.266,0.209,0.29,0.475,0.36700000000000005,0.335,0.233,80,301,83.0,16.5,154,579,896
4,Aaron Judge,678,52,128,114,9,0.187,0.307,0.42200000000000004,173,0.0,8.2,3028,0.284,0.34299999999999997,0.35700000000000004,0.627,0.441,0.446,0.278,154,542,85.1,17.5,429,1228,1756
5,Abraham Almonte,195,3,26,14,2,0.10300000000000001,0.23600000000000002,0.314,81,1.5,-0.1,769,0.233,0.134,0.298,0.366,0.302,0.301,0.231,40,172,83.1,8.3,97,363,403
6,Adam Duvall,647,31,78,99,5,0.06,0.263,0.301,98,-0.1,1.8,2488,0.249,0.23199999999999998,0.29,0.48,0.332,0.295,0.217,146,587,81.5,22.8,312,1196,1278
7,Adam Eaton,107,2,24,13,3,0.131,0.168,0.39299999999999996,126,1.8,0.5,443,0.297,0.165,0.34700000000000003,0.462,0.375,0.319,0.228,27,91,81.9,14.3,39,188,252
8,Adam Engel,336,6,34,21,8,0.057,0.348,0.235,37,4.3,-0.7,1320,0.166,0.11599999999999999,0.247,0.282,0.228,0.223,0.16399999999999998,50,301,76.4,17.8,218,628,672
9,Adam Frazier,454,6,55,53,9,0.079,0.126,0.344,97,2.7,1.1,1764,0.276,0.12300000000000001,0.306,0.39899999999999997,0.32899999999999996,0.325,0.275,112,406,80.6,14.6,108,803,940
10,Adam Jones,635,26,82,73,2,0.043,0.17800000000000002,0.322,107,1.3,1.7,2287,0.285,0.18100000000000002,0.312,0.466,0.34,0.313,0.258,170,597,81.7,17.8,325,1329,944
11,Adam Lind,301,14,39,59,1,0.09300000000000001,0.156,0.36200000000000004,122,-1.3,0.9,1191,0.303,0.21,0.316,0.513,0.375,0.379,0.29100000000000004,81,267,85.4,14.9,95,529,644
12,Adam Rosales,312,7,25,36,1,0.035,0.321,0.26,57,0.6,-0.5,1222,0.225,0.128,0.312,0.353,0.264,0.226,0.18899999999999997,65,289,80.3,16.5,208,582,629
13,Addison Russell,385,12,52,43,2,0.075,0.23600000000000002,0.304,84,1.0,1.4,1503,0.239,0.179,0.289,0.418,0.315,0.306,0.24,84,352,82.7,20.7,204,740,737
14,Adeiny Hechavarria,348,8,37,30,4,0.037000000000000005,0.193,0.289,83,0.6,1.3,1171,0.261,0.145,0.304,0.406,0.3,0.293,0.26,86,330,80.8,14.7,166,674,491
15,Adonis Garcia,183,5,19,19,4,0.038,0.126,0.273,61,-0.1,-0.4,707,0.237,0.11,0.247,0.34700000000000003,0.27399999999999997,0.297,0.257,41,173,81.3,12.7,74,372,332
16,Adrian Beltre,389,17,47,71,1,0.1,0.134,0.38299999999999995,138,-3.9,3.1,1586,0.312,0.221,0.321,0.532,0.392,0.355,0.276,106,340,81.7,17.7,138,738,836
17,Adrian Gonzalez,252,3,14,30,0,0.063,0.171,0.287,69,-3.6,-1.1,897,0.242,0.113,0.28,0.355,0.281,0.303,0.252,56,231,83.0,14.2,110,451,444
18,Albert Almora Jr.,323,8,39,46,1,0.059000000000000004,0.16399999999999998,0.33799999999999997,103,-1.7,1.2,1117,0.298,0.147,0.33799999999999997,0.445,0.33799999999999997,0.299,0.255,89,299,82.1,12.1,141,573,533
19,Albert Pujols,636,23,53,101,3,0.057999999999999996,0.146,0.28600000000000003,78,-6.3,-2.0,2497,0.24100000000000002,0.145,0.249,0.386,0.294,0.326,0.268,143,593,84.5,16.5,241,1172,1311
20,Alcides Escobar,629,6,71,54,4,0.024,0.162,0.272,62,3.5,0.5,2237,0.25,0.107,0.29100000000000004,0.35700000000000004,0.272,0.265,0.243,150,599,79.2,17.6,247,1186,1025
21,Aledmys Diaz,301,7,31,20,4,0.043,0.14,0.29,78,-1.2,0.2,1074,0.259,0.133,0.282,0.392,0.297,0.263,0.231,74,286,81.4,16.8,124,560,504
22,Alen Hanson,234,4,36,11,11,0.051,0.222,0.262,59,1.4,-0.8,855,0.221,0.124,0.268,0.34600000000000003,0.265,0.23,0.19399999999999998,48,217,78.5,11.9,110,430,417
23,Alex Avila,376,14,41,49,0,0.165,0.319,0.387,124,-2.6,2.5,1618,0.264,0.183,0.382,0.447,0.368,0.401,0.272,82,311,86.4,16.0,216,593,1016
24,Alex Bregman,626,19,88,71,17,0.08800000000000001,0.155,0.35200000000000004,122,0.3,3.8,2309,0.284,0.191,0.311,0.475,0.35700000000000004,0.33799999999999997,0.271,158,556,83.0,21.1,170,1030,1264
25,Alex Gordon,541,9,52,45,7,0.083,0.233,0.293,62,0.9,0.0,2212,0.20800000000000002,0.107,0.261,0.315,0.275,0.3,0.22399999999999998,99,476,81.0,17.3,241,1042,1142
26,Alex Presley,264,3,30,20,5,0.057,0.18600000000000003,0.354,106,-1.3,0.5,1063,0.314,0.102,0.38299999999999995,0.41600000000000004,0.336,0.303,0.281,77,245,78.4,14.4,92,502,560
27,Alexi Amarista,176,3,22,19,1,0.04,0.21600000000000003,0.26899999999999996,45,-1.3,-1.2,698,0.23800000000000002,0.113,0.29100000000000004,0.35100000000000003,0.271,0.23399999999999999,0.21600000000000003,40,168,79.0,17.3,69,357,341
28,Allen Cordoba,227,4,17,15,2,0.079,0.23800000000000002,0.282,57,-0.6,-1.1,865,0.20800000000000002,0.08900000000000001,0.259,0.297,0.263,0.27,0.217,42,202,77.0,10.0,107,377,474
29,Amed Rosario,170,4,16,10,7,0.018000000000000002,0.28800000000000003,0.271,74,-0.2,0.3,642,0.248,0.145,0.33,0.39399999999999996,0.28800000000000003,0.228,0.205,41,165,78.7,12.5,127,355,284
30,Andrelton Simmons,647,14,77,69,19,0.073,0.10400000000000001,0.331,103,2.0,4.9,2295,0.278,0.14300000000000002,0.29100000000000004,0.42100000000000004,0.32899999999999996,0.304,0.256,164,589,81.3,11.8,143,1053,1229
31,Andres Blanco,144,3,10,13,1,0.083,0.23600000000000002,0.257,44,0.8,-0.4,553,0.192,0.1,0.23199999999999998,0.292,0.247,0.248,0.18899999999999997,25,130,80.2,16.7,88,294,258
32,Andrew Benintendi,658,20,84,90,20,0.106,0.17,0.35200000000000004,103,1.4,2.2,2560,0.271,0.154,0.301,0.424,0.341,0.33399999999999996,0.255,155,573,81.7,20.4,214,1113,1410
33,Andrew Knapp,204,3,26,13,1,0.152,0.275,0.368,95,0.3,0.7,833,0.257,0.111,0.36,0.368,0.33399999999999996,0.315,0.22699999999999998,44,171,82.7,12.2,95,343,473
34,Andrew McCutchen,650,28,94,88,11,0.11199999999999999,0.17800000000000002,0.363,122,1.3,3.7,2638,0.27899999999999997,0.207,0.305,0.486,0.369,0.354,0.267,159,570,83.5,17.5,249,1175,1439
35,Andrew Romine,348,4,45,25,6,0.063,0.193,0.289,65,-1.1,-0.4,1332,0.233,0.10400000000000001,0.281,0.336,0.27699999999999997,0.282,0.239,74,318,78.6,12.7,165,707,617
36,Andrew Toles,102,5,17,15,0,0.049,0.157,0.314,104,0.1,0.5,382,0.271,0.188,0.28,0.45799999999999996,0.335,0.314,0.24600000000000002,26,96,81.4,13.0,35,198,182
37,Anthony Rendon,605,25,81,100,7,0.139,0.136,0.40299999999999997,142,1.5,6.9,2669,0.301,0.23199999999999998,0.314,0.5329999999999999,0.40299999999999997,0.368,0.268,153,508,83.9,21.4,152,1068,1568
38,Anthony Rizzo,691,32,99,109,10,0.132,0.13,0.392,133,-4.2,4.0,2760,0.273,0.23399999999999999,0.273,0.507,0.39,0.397,0.28300000000000003,156,572,83.4,21.0,231,1261,1433
39,Arismendy Alcantara,108,1,13,7,2,0.019,0.35200000000000004,0.187,6,1.0,-0.7,415,0.171,0.076,0.258,0.248,0.18899999999999997,0.17300000000000001,0.162,18,105,78.0,12.0,73,212,202
40,Asdrubal Cabrera,540,14,66,59,3,0.09300000000000001,0.154,0.35100000000000003,111,-8.9,1.3,2066,0.28,0.154,0.31,0.434,0.344,0.33399999999999996,0.264,134,479,81.0,16.0,183,965,1088
41,Austin Barnes,262,8,35,38,4,0.149,0.16399999999999998,0.408,142,-1.6,2.5,1072,0.289,0.19699999999999998,0.32899999999999996,0.486,0.39299999999999996,0.37,0.278,63,218,83.4,14.9,56,389,674
42,Austin Hedges,417,18,36,55,4,0.055,0.293,0.262,71,-1.0,0.6,1548,0.214,0.183,0.26,0.39799999999999996,0.285,0.26,0.2,83,387,81.9,20.2,261,815,717
43,Austin Jackson,318,7,46,35,3,0.10400000000000001,0.201,0.387,131,0.4,1.8,1365,0.318,0.16399999999999998,0.385,0.48200000000000004,0.37799999999999995,0.335,0.271,89,280,82.1,15.1,126,576,787
44,Austin Romine,252,2,19,21,0,0.063,0.226,0.272,49,-1.3,-0.6,951,0.218,0.07400000000000001,0.27699999999999997,0.293,0.253,0.297,0.254,50,229,79.8,14.6,123,467,481
45,Austin Slater,127,3,15,16,0,0.063,0.228,0.33899999999999997,100,1.3,0.4,466,0.282,0.12,0.353,0.402,0.32899999999999996,0.27,0.217,33,117,84.5,8.1,59,219,245
46,Avisail Garcia,561,18,75,80,5,0.059000000000000004,0.198,0.38,137,1.9,4.2,2013,0.33,0.17600000000000002,0.392,0.506,0.385,0.353,0.27899999999999997,171,518,83.4,12.9,345,1176,810
47,Ben Gamel,550,11,68,59,4,0.065,0.222,0.322,99,3.5,1.6,2192,0.275,0.138,0.34,0.413,0.322,0.29,0.244,140,509,81.6,14.5,205,977,1208
48,Ben Revere,308,1,37,20,21,0.049,0.081,0.308,77,4.5,0.0,1122,0.275,0.069,0.29600000000000004,0.344,0.29100000000000004,0.3,0.284,80,291,78.0,8.2,46,484,628
49,Ben Zobrist,496,12,58,50,2,0.109,0.14300000000000002,0.318,82,-1.9,0.3,1947,0.23199999999999998,0.14300000000000002,0.251,0.375,0.307,0.322,0.253,101,435,82.2,12.3,105,761,1167
50,Billy Hamilton,633,4,85,38,59,0.07,0.21,0.299,66,9.5,1.2,2518,0.247,0.08800000000000001,0.313,0.335,0.282,0.243,0.215,144,582,74.8,14.2,224,1141,1349
51,Boog Powell,135,3,24,12,0,0.111,0.222,0.358,108,-0.7,0.6,567,0.282,0.12,0.349,0.402,0.335,0.275,0.21600000000000003,33,117,79.9,17.1,45,217,346
52,Brad Miller,407,9,43,40,5,0.155,0.27,0.327,83,-0.6,-0.1,1664,0.201,0.136,0.265,0.337,0.303,0.316,0.209,68,338,80.5,17.9,236,754,893
53,Bradley Zimmer,332,8,41,39,18,0.078,0.298,0.307,81,6.7,1.6,1305,0.24100000000000002,0.14400000000000002,0.32799999999999996,0.385,0.305,0.292,0.21600000000000003,72,299,81.2,13.4,191,610,685
54,Brandon Belt,451,18,63,51,3,0.146,0.231,0.355,119,-0.8,2.3,1866,0.24100000000000002,0.228,0.284,0.469,0.359,0.379,0.26,92,382,81.9,21.8,209,842,1003
55,Brandon Crawford,570,14,58,77,3,0.07400000000000001,0.198,0.305,86,-1.3,2.0,2182,0.253,0.151,0.293,0.40299999999999997,0.309,0.312,0.245,131,518,82.3,17.4,312,1114,1054
56,Brandon Drury,480,13,41,63,1,0.057999999999999996,0.215,0.317,92,-0.4,1.2,1851,0.267,0.18,0.32,0.447,0.331,0.31,0.253,119,445,82.5,10.1,198,839,1001
57,Brandon Guyer,192,2,23,20,2,0.078,0.22399999999999998,0.326,78,0.0,0.0,762,0.23600000000000002,0.091,0.303,0.327,0.295,0.297,0.233,39,165,78.1,17.5,79,324,425
58,Brandon Moss,401,22,41,50,2,0.092,0.319,0.27899999999999997,84,-0.1,-0.5,1648,0.207,0.221,0.248,0.428,0.305,0.336,0.23,75,362,82.7,22.6,283,795,852
59,Brandon Nimmo,215,5,26,21,2,0.153,0.27899999999999997,0.379,117,0.4,1.1,950,0.26,0.158,0.36,0.418,0.353,0.34600000000000003,0.247,46,177,80.8,15.1,85,349,595
60,Brandon Phillips,604,13,81,60,11,0.035,0.121,0.319,93,-2.3,1.6,2112,0.285,0.131,0.308,0.41600000000000004,0.321,0.304,0.27399999999999997,163,572,78.5,12.5,239,1183,914
61,Brett Gardner,682,21,96,63,23,0.106,0.179,0.35,108,6.0,3.8,2898,0.264,0.163,0.3,0.428,0.341,0.322,0.253,157,594,81.6,14.7,162,1038,1832
62,Brett Phillips,98,4,9,12,5,0.092,0.34700000000000003,0.35100000000000003,104,2.2,1.0,432,0.276,0.172,0.408,0.44799999999999995,0.34700000000000003,0.28600000000000003,0.21,24,87,78.7,14.4,57,178,246
63,Brian Anderson,95,0,11,8,0,0.105,0.295,0.337,90,0.3,0.2,384,0.262,0.107,0.386,0.369,0.315,0.317,0.25,22,84,80.6,12.9,54,180,204
64,Brian Dozier,705,34,106,93,16,0.111,0.2,0.359,125,3.6,5.0,2851,0.271,0.22699999999999998,0.3,0.498,0.37,0.33899999999999997,0.237,167,617,83.0,20.9,290,1174,1639
65,Brian Goodwin,278,13,41,30,6,0.083,0.248,0.313,105,-0.2,0.5,1148,0.251,0.247,0.29100000000000004,0.498,0.345,0.324,0.242,63,251,81.5,16.7,120,468,668
66,Brian McCann,399,18,47,62,1,0.095,0.145,0.32299999999999995,103,-1.8,1.6,1593,0.24100000000000002,0.195,0.237,0.436,0.33,0.336,0.254,84,349,83.0,18.9,116,680,892
67,Brock Holt,164,0,20,7,2,0.11599999999999999,0.207,0.305,51,-2.2,-0.9,716,0.2,0.043,0.259,0.243,0.26,0.252,0.18899999999999997,28,140,78.9,7.5,41,268,442
68,Brock Stassi,90,2,6,7,0,0.133,0.244,0.278,54,-1.2,-0.3,406,0.16699999999999998,0.128,0.204,0.295,0.263,0.285,0.205,13,78,81.6,20.8,28,171,235
69,Bruce Maxwell,253,3,21,22,0,0.12300000000000001,0.249,0.32899999999999996,84,-3.1,0.4,1132,0.237,0.096,0.316,0.33299999999999996,0.3,0.31,0.235,52,219,80.1,15.4,101,470,662
70,Bryce Harper,492,29,95,87,4,0.138,0.201,0.413,156,-1.2,4.8,1997,0.319,0.276,0.35600000000000004,0.595,0.429,0.39,0.28300000000000003,134,420,83.3,16.8,259,964,999
71,Buster Posey,568,12,62,67,6,0.107,0.11599999999999999,0.4,128,-1.8,4.3,2125,0.32,0.142,0.34700000000000003,0.462,0.38,0.358,0.281,158,494,84.6,15.3,146,917,1148
72,Byron Buxton,511,16,69,51,29,0.07400000000000001,0.294,0.314,90,11.7,3.5,1996,0.253,0.16,0.33899999999999997,0.413,0.316,0.28,0.21600000000000003,117,462,79.9,18.2,300,961,1000
73,C.J. Cron,373,16,39,56,3,0.059000000000000004,0.257,0.305,99,-1.7,0.5,1405,0.248,0.18899999999999997,0.29600000000000004,0.43700000000000006,0.319,0.332,0.256,84,339,82.7,20.4,199,736,662
74,Caleb Joseph,266,8,31,28,0,0.038,0.271,0.287,82,-0.3,0.4,1029,0.256,0.157,0.32799999999999996,0.413,0.303,0.282,0.24100000000000002,65,254,81.1,15.3,134,508,520
75,Cam Perkins,97,1,9,8,0,0.052000000000000005,0.237,0.237,32,-0.5,-0.7,1842,0.228,0.13699999999999998,0.27399999999999997,0.365,0.306,0.29100000000000004,0.218,90,395,81.9,10.2,160,684,1147
76,Cameron Maybin,450,10,63,35,33,0.113,0.209,0.318,88,4.5,1.2,348,0.182,0.091,0.22699999999999998,0.273,0.228,0.256,0.21,16,88,81.4,9.8,39,159,187
77,Cameron Rupp,331,14,35,34,1,0.10300000000000001,0.344,0.299,84,-2.6,0.8,1378,0.217,0.2,0.298,0.41700000000000004,0.313,0.295,0.20199999999999999,64,295,82.8,16.0,232,624,745
78,Carlos Asuaje,343,4,28,21,0,0.08199999999999999,0.222,0.33399999999999996,90,-1.8,0.8,1327,0.27,0.091,0.34600000000000003,0.36200000000000004,0.308,0.27399999999999997,0.22399999999999998,83,307,79.4,16.6,123,612,709
79,Carlos Beltran,509,14,60,51,0,0.065,0.2,0.28300000000000003,76,-2.7,-1.1,1940,0.231,0.152,0.263,0.38299999999999995,0.29100000000000004,0.285,0.228,108,467,82.8,18.4,183,922,1002
80,Carlos Correa,481,24,82,84,2,0.11,0.191,0.391,152,1.6,5.2,1915,0.316,0.235,0.35200000000000004,0.551,0.40399999999999997,0.39299999999999996,0.302,133,421,85.8,12.5,174,800,1093
81,Carlos Gomez,426,17,51,51,13,0.073,0.298,0.34,110,2.1,2.3,1595,0.255,0.207,0.336,0.462,0.345,0.324,0.237,94,368,80.9,19.6,268,888,679
82,Carlos Gonzalez,534,14,72,57,3,0.105,0.223,0.33899999999999997,84,-0.4,-0.2,1950,0.262,0.162,0.318,0.423,0.33399999999999996,0.302,0.22899999999999998,123,470,81.8,11.2,310,967,967
83,Carlos Ruiz,145,3,14,11,1,0.09699999999999999,0.262,0.313,84,-0.6,0.5,629,0.21600000000000003,0.136,0.282,0.35200000000000004,0.297,0.318,0.23800000000000002,27,125,82.8,17.1,47,230,394
84,Carlos Santana,667,23,90,79,5,0.132,0.141,0.363,117,0.8,3.0,2667,0.259,0.196,0.27399999999999997,0.455,0.359,0.36200000000000004,0.263,148,571,84.3,16.6,204,1059,1583
85,Cesar Hernandez,577,9,85,34,15,0.106,0.18,0.373,111,0.7,3.3,2320,0.294,0.127,0.353,0.42100000000000004,0.353,0.316,0.251,150,511,79.9,9.7,195,933,1361
86,Chad Pinder,309,15,36,42,2,0.057999999999999996,0.298,0.292,97,-3.2,0.3,1173,0.23800000000000002,0.22,0.292,0.457,0.32,0.332,0.24,67,282,82.4,16.6,187,606,560
87,Charlie Blackmon,725,37,137,104,14,0.09,0.18600000000000003,0.39899999999999997,141,2.0,6.5,2916,0.331,0.271,0.371,0.602,0.424,0.364,0.278,213,643,82.1,16.3,252,1334,1537
88,Chase Headley,586,12,77,61,9,0.102,0.225,0.35200000000000004,104,1.0,1.9,2337,0.273,0.133,0.341,0.406,0.335,0.32,0.25,140,512,80.8,13.9,269,1032,1289
89,Chase Utley,353,8,43,34,6,0.091,0.161,0.324,96,2.4,1.3,1353,0.23600000000000002,0.168,0.264,0.405,0.32,0.319,0.23600000000000002,73,309,83.3,14.8,73,516,825
90,Cheslor Cuthbert,153,2,10,18,0,0.059000000000000004,0.255,0.275,56,0.0,-0.5,572,0.231,0.091,0.301,0.322,0.266,0.263,0.22,33,143,80.0,21.2,88,298,274
91,Chris Carter,208,8,20,26,0,0.096,0.365,0.284,73,-1.4,-0.7,890,0.201,0.168,0.284,0.37,0.28800000000000003,0.294,0.19,37,184,82.2,22.7,172,425,462
92,Chris Coghlan,88,1,7,5,0,0.102,0.25,0.299,56,0.0,-0.5,364,0.2,0.067,0.264,0.267,0.261,0.268,0.201,15,75,76.9,11.8,34,172,188
93,Chris Davis,524,26,65,61,1,0.11599999999999999,0.37200000000000005,0.309,92,-0.9,0.2,2134,0.215,0.20800000000000002,0.301,0.423,0.32,0.32799999999999996,0.218,98,456,84.2,17.6,320,906,1207
94,Chris Gimenez,225,7,28,16,1,0.147,0.267,0.35,100,-0.5,1.2,943,0.22,0.161,0.28600000000000003,0.382,0.327,0.311,0.212,41,186,81.5,19.3,111,395,541
95,Chris Herrmann,256,10,35,27,5,0.113,0.262,0.273,58,2.6,-0.6,1091,0.18100000000000002,0.16399999999999998,0.207,0.345,0.276,0.298,0.207,41,226,83.4,15.9,135,475,616
96,Chris Iannetta,316,17,38,43,0,0.11699999999999999,0.275,0.354,120,-1.9,2.2,1369,0.254,0.257,0.308,0.511,0.37200000000000005,0.326,0.222,69,272,81.5,18.1,163,607,756
97,Chris Owings,386,12,41,51,12,0.044000000000000004,0.225,0.299,85,2.0,0.4,1369,0.268,0.174,0.318,0.442,0.317,0.26899999999999996,0.226,97,362,81.0,14.8,176,759,599
98,Chris Stewart,144,0,8,4,0,0.063,0.153,0.24100000000000002,22,0.2,-0.6,571,0.183,0.038,0.22,0.221,0.21100000000000002,0.253,0.22,24,131,77.6,11.7,36,228,332
99,Chris Taylor,568,21,85,72,17,0.08800000000000001,0.25,0.354,126,6.7,4.7,2268,0.28800000000000003,0.20800000000000002,0.361,0.496,0.368,0.331,0.258,148,514,81.3,17.0,263,1032,1225
100,Chris Young,276,7,30,25,3,0.109,0.19899999999999998,0.322,88,0.3,-0.2,1110,0.235,0.152,0.275,0.387,0.315,0.295,0.222,57,243,81.0,20.1,87,435,672
101,Christian Arroyo,135,3,9,14,1,0.059000000000000004,0.237,0.244,44,-1.1,-0.5,537,0.192,0.11199999999999999,0.231,0.304,0.244,0.273,0.22699999999999998,24,125,79.6,10.8,55,278,253
102,Christian Vazquez,345,5,43,32,7,0.049,0.18600000000000003,0.33,93,-2.6,1.6,1357,0.29,0.114,0.348,0.40399999999999997,0.324,0.29100000000000004,0.256,94,324,80.7,12.3,107,600,751
103,Christian Yelich,695,18,100,81,16,0.115,0.19699999999999998,0.369,115,6.8,4.5,2899,0.282,0.156,0.336,0.439,0.355,0.35200000000000004,0.271,170,602,84.4,9.9,271,1223,1652
104,Cliff Pennington,217,3,23,21,3,0.07400000000000001,0.267,0.306,73,1.0,0.4,888,0.253,0.077,0.33299999999999996,0.33,0.28300000000000003,0.263,0.21899999999999997,49,194,80.4,18.2,98,394,486
105,Clint Frazier,142,4,16,17,1,0.049,0.303,0.268,82,0.5,-0.3,565,0.231,0.21600000000000003,0.307,0.44799999999999995,0.304,0.28800000000000003,0.222,31,134,80.5,17.9,78,274,290
106,Cody Bellinger,548,39,87,97,10,0.11699999999999999,0.266,0.35200000000000004,138,2.0,4.0,2252,0.267,0.315,0.299,0.581,0.39299999999999996,0.35700000000000004,0.24,128,480,84.2,21.2,318,978,1219
107,Colby Rasmus,129,9,17,23,1,0.054000000000000006,0.349,0.318,132,0.6,1.1,484,0.281,0.298,0.368,0.579,0.376,0.34299999999999997,0.245,34,121,83.5,15.4,101,260,216
108,Conor Gillaspie,87,2,8,8,0,0.057,0.115,0.218,33,0.3,-0.4,307,0.163,0.125,0.159,0.28800000000000003,0.22399999999999998,0.262,0.209,13,80,81.0,13.3,27,146,160
109,Corey Dickerson,629,27,84,62,4,0.055999999999999994,0.242,0.325,115,-0.2,2.6,2513,0.282,0.207,0.33799999999999997,0.49,0.35,0.31,0.249,166,588,81.0,22.2,418,1464,1023
110,Corey Seager,613,22,85,77,4,0.109,0.214,0.375,127,3.6,5.7,2256,0.295,0.184,0.35200000000000004,0.479,0.373,0.38,0.29100000000000004,159,539,84.0,13.9,306,1123,1112
111,Cory Spangenberg,486,13,57,46,11,0.07,0.263,0.322,94,5.0,1.1,1795,0.264,0.13699999999999998,0.342,0.401,0.318,0.278,0.21899999999999997,117,444,80.5,14.7,230,874,900
112,Craig Gentry,117,2,17,11,5,0.094,0.205,0.33299999999999996,93,0.0,0.1,450,0.257,0.129,0.316,0.386,0.312,0.302,0.247,26,101,77.6,11.9,44,197,246
113,Curtis Granderson,527,26,74,64,6,0.135,0.233,0.32299999999999995,105,2.9,2.1,2387,0.212,0.24100000000000002,0.228,0.452,0.336,0.33299999999999996,0.218,95,449,83.2,20.7,176,911,1463
114,DJ LeMahieu,682,8,95,64,6,0.087,0.132,0.374,94,-4.5,1.8,2680,0.31,0.099,0.35100000000000003,0.409,0.348,0.33899999999999997,0.297,189,609,83.7,9.4,141,1106,1555
115,Daniel Descalso,398,10,47,51,4,0.121,0.22399999999999998,0.332,88,0.6,0.1,1580,0.233,0.163,0.28300000000000003,0.395,0.32299999999999995,0.306,0.215,80,344,81.3,16.9,150,639,935
116,Daniel Murphy,593,23,94,93,2,0.08800000000000001,0.13,0.384,136,-2.0,4.3,2224,0.322,0.221,0.341,0.5429999999999999,0.39899999999999997,0.368,0.298,172,534,85.2,20.2,140,1024,1145
117,Daniel Nava,214,4,21,21,1,0.121,0.17800000000000002,0.39299999999999996,119,-0.3,1.1,859,0.301,0.12,0.35700000000000004,0.42100000000000004,0.363,0.35700000000000004,0.278,55,183,82.8,17.1,63,354,501
118,Daniel Robertson,254,5,22,19,1,0.114,0.287,0.308,76,-1.3,0.1,1051,0.20600000000000002,0.11900000000000001,0.282,0.326,0.287,0.267,0.17600000000000002,45,218,80.1,13.0,106,434,611
119,Daniel Robertson,88,1,9,7,0,0.08,0.034,0.287,61,-1.7,-0.3,316,0.225,0.113,0.22399999999999998,0.33799999999999997,0.276,0.27,0.23800000000000002,18,80,81.1,-1.6,6,122,188
120,Danny Espinosa,295,6,30,31,4,0.071,0.369,0.245,41,-1.5,-1.0,1108,0.17300000000000001,0.105,0.261,0.278,0.23600000000000002,0.248,0.175,46,266,80.2,18.3,239,572,511
121,Danny Santana,178,4,19,23,7,0.045,0.23,0.243,51,2.1,-0.2,626,0.20199999999999999,0.155,0.244,0.35700000000000004,0.26,0.26,0.20600000000000002,34,168,80.1,12.1,96,345,273
122,Danny Valencia,500,15,54,66,2,0.08,0.244,0.314,95,-5.9,-0.4,2000,0.256,0.156,0.312,0.41100000000000003,0.316,0.297,0.237,115,450,83.8,14.0,256,856,1142
123,Dansby Swanson,551,6,59,51,3,0.107,0.218,0.312,66,1.6,0.1,2225,0.23199999999999998,0.092,0.292,0.324,0.289,0.29100000000000004,0.228,113,488,82.0,12.4,231,972,1214
124,Darwin Barney,362,6,34,25,7,0.05,0.177,0.275,58,-0.9,-0.6,1332,0.23199999999999998,0.095,0.27,0.327,0.264,0.251,0.22399999999999998,78,336,78.0,16.0,117,659,661
125,David Freese,503,10,44,52,0,0.115,0.231,0.368,100,-4.2,1.6,2096,0.263,0.10800000000000001,0.336,0.371,0.335,0.33899999999999997,0.252,112,426,82.8,10.2,209,900,1161
126,David Peralta,577,14,82,57,8,0.075,0.163,0.35200000000000004,104,1.2,1.8,2148,0.293,0.15,0.33299999999999996,0.444,0.349,0.309,0.253,154,525,82.6,11.7,227,1041,1096
127,Dee Gordon,695,2,114,33,60,0.036000000000000004,0.134,0.341,92,9.2,3.3,2397,0.308,0.067,0.354,0.375,0.318,0.254,0.237,201,653,75.7,6.9,186,1256,1087
128,Delino DeShields,440,6,75,22,29,0.1,0.248,0.34700000000000003,90,9.2,2.3,1814,0.26899999999999996,0.098,0.358,0.36700000000000005,0.311,0.255,0.191,101,376,76.7,12.5,165,707,1082
129,Denard Span,542,12,73,43,12,0.07400000000000001,0.127,0.32899999999999996,102,-0.6,1.2,2032,0.272,0.155,0.295,0.42700000000000005,0.331,0.317,0.268,135,497,79.7,14.4,105,887,1132
130,Derek Dietrich,464,13,56,53,0,0.078,0.21100000000000002,0.33399999999999996,99,1.5,1.5,1854,0.249,0.175,0.295,0.425,0.332,0.32299999999999995,0.247,101,405,80.8,19.9,169,851,964
131,Derek Fisher,166,5,21,17,3,0.102,0.325,0.307,82,-1.3,-0.1,669,0.212,0.14400000000000002,0.299,0.35600000000000004,0.298,0.292,0.214,31,146,81.4,8.2,84,265,400
132,Derek Norris,198,9,21,24,1,0.061,0.242,0.258,68,-0.8,0.1,751,0.201,0.179,0.214,0.38,0.276,0.29100000000000004,0.223,36,179,82.5,23.4,99,370,377
